Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference
46,male,38307,bachelor,0,897,suburban,71,213,0,0,0
25,non-binary,21788,doctorate,5,1320,rural,246,69,0,0,0
21,male,76339,doctorate,0,1860,suburban,33,100,1,1,0
52,non-binary,25892,high school,5,2612,rural,261,206,1,1,0
20,female,99501,doctorate,2,3718,rural,149,187,1,0,0
62,male,58284,master,5,2310,urban,152,298,0,1,0
57,male,79824,doctorate,1,3664,rural,283,234,0,0,0
24,female,73292,doctorate,1,3855,urban,154,181,1,1,0
44,female,23892,high school,9,4923,urban,283,220,1,0,0
18,female,74551,doctorate,9,2718,suburban,183,232,0,0,0
44,female,66270,master,5,999,suburban,36,124,1,0,0
33,female,52743,doctorate,6,2030,rural,67,55,1,1,0
55,female,95722,doctorate,3,739,rural,224,97,0,0,0
24,non-binary,91176,master,0,3663,rural,133,277,1,0,0
61,non-binary,47326,high school,3,2988,rural,112,290,1,1,0
40,male,91991,high school,4,1181,urban,67,75,0,1,1
58,non-binary,24428,master,0,884,suburban,273,47,1,0,0
28,male,54124,bachelor,6,2589,urban,175,123,0,0,0
59,non-binary,40447,bachelor,9,1078,suburban,88,66,0,1,0
50,non-binary,48031,doctorate,7,1292,urban,291,28,1,1,0
67,female,68842,bachelor,8,4544,suburban,83,224,1,1,1
53,non-binary,45086,master,3,3441,urban,153,164,1,1,0
54,non-binary,88096,master,9,1665,rural,178,190,0,0,0
58,non-binary,57951,master,7,1869,suburban,73,123,1,0,0
34,female,43771,bachelor,9,3861,suburban,279,298,1,0,1
52,female,104551,high school,6,3013,urban,257,109,0,0,0
65,non-binary,56366,bachelor,0,1210,suburban,39,115,0,0,0
22,male,80228,doctorate,3,736,suburban,154,263,0,1,0
65,non-binary,63413,master,4,4643,rural,33,221,0,1,0
49,female,56243,bachelor,9,2003,rural,277,155,0,0,0
20,female,82403,master,2,1641,rural,171,17,1,0,0
69,male,96888,master,1,4519,rural,157,115,1,1,0
64,female,23663,high school,7,1982,urban,267,259,1,1,0
52,female,67271,high school,2,2273,suburban,20,207,1,1,1
69,non-binary,48250,doctorate,9,949,rural,148,165,1,0,0
31,male,77918,master,7,4088,rural,29,245,0,1,0
65,female,66940,bachelor,5,1908,suburban,225,251,1,1,0
48,female,40363,bachelor,6,3400,urban,55,105,1,1,0
48,non-binary,44243,doctorate,8,2142,suburban,16,121,0,1,0
34,non-binary,50470,high school,7,2410,suburban,245,109,1,1,0
41,non-binary,89847,master,6,2817,rural,254,252,0,0,0
69,non-binary,84822,high school,3,999,urban,60,20,0,0,0
40,male,27556,high school,4,1827,urban,68,16,1,1,0
35,non-binary,107598,master,7,1783,suburban,27,175,1,0,1
67,male,96640,high school,8,2063,urban,83,278,0,0,0
31,female,109253,bachelor,0,3262,suburban,244,112,0,1,0
67,female,51591,high school,9,4156,suburban,163,177,1,1,0
32,non-binary,21733,master,5,907,urban,162,291,1,1,0
32,non-binary,59047,doctorate,0,1516,suburban,114,83,0,0,0
23,non-binary,118133,doctorate,2,2141,suburban,12,233,1,1,1
44,female,90321,bachelor,9,1001,urban,89,40,1,0,0
32,female,110701,bachelor,3,1703,urban,199,205,1,0,1
67,female,40360,doctorate,9,990,suburban,288,205,0,1,0
53,male,107180,bachelor,6,1020,suburban,233,293,1,0,0
25,female,113279,high school,8,2438,suburban,159,100,1,1,0
32,non-binary,67949,doctorate,3,667,rural,98,71,0,1,0
20,male,67266,doctorate,4,3364,urban,69,51,1,1,0
64,male,42552,bachelor,0,1127,suburban,186,40,1,1,0
30,male,47068,master,3,1002,rural,122,148,1,1,0
58,female,56894,bachelor,3,3058,rural,292,13,1,1,0
51,female,115990,master,8,858,suburban,175,159,0,1,0
41,female,49232,doctorate,9,1575,suburban,236,42,1,0,0
57,female,118986,master,0,4802,rural,103,64,1,1,0
49,non-binary,96076,doctorate,2,3871,rural,60,237,0,1,0
49,male,95987,high school,5,1574,suburban,270,149,0,1,0
47,male,82953,bachelor,0,1417,suburban,290,250,0,0,0
69,male,74628,master,2,852,suburban,112,109,0,0,0
66,male,90662,doctorate,5,3225,urban,108,79,1,0,0
30,male,109588,bachelor,3,3218,urban,94,63,1,0,0
18,non-binary,86761,doctorate,1,3675,urban,284,97,1,1,0
51,non-binary,86776,master,1,1116,rural,265,48,1,1,0
32,male,45029,doctorate,4,1307,rural,120,168,0,1,1
61,male,42828,high school,2,545,suburban,180,76,0,1,0
31,female,30875,bachelor,3,1697,rural,258,240,1,1,0
46,male,45744,doctorate,1,2407,rural,115,60,0,0,0
51,non-binary,114550,bachelor,1,2039,suburban,225,175,0,0,0
35,female,37087,doctorate,5,4406,rural,208,50,1,1,0
24,non-binary,93158,master,1,3006,suburban,250,259,0,0,1
46,female,45207,master,0,4923,rural,58,129,1,0,1
48,female,92550,doctorate,8,1805,rural,122,53,1,0,0
42,male,67897,high school,0,2905,suburban,16,182,1,0,0
55,non-binary,116732,high school,3,2277,suburban,37,288,1,1,1
31,non-binary,110628,doctorate,2,1321,rural,190,96,0,0,0
25,male,79363,doctorate,6,2698,urban,286,38,1,0,0
44,female,55498,high school,0,1707,rural,50,17,1,1,0
19,female,25920,bachelor,3,4389,urban,143,150,1,0,1
34,non-binary,49906,master,5,2169,rural,197,122,1,0,0
54,male,95624,master,8,3543,suburban,138,92,1,1,0
31,male,72412,bachelor,6,4735,suburban,238,112,0,0,0
42,non-binary,119473,doctorate,1,4717,rural,91,57,1,0,0
47,female,79533,doctorate,8,4685,rural,251,75,0,0,0
46,female,88518,doctorate,8,1687,rural,113,32,1,0,0
37,male,64961,doctorate,2,4588,suburban,254,203,0,0,0
38,female,53950,bachelor,2,2509,rural,189,145,1,0,0
39,female,90996,master,1,4622,urban,224,20,0,0,0
52,female,70246,doctorate,2,1701,urban,40,249,1,1,1
54,non-binary,81056,master,5,3506,urban,242,232,0,1,0
33,male,38773,bachelor,8,3508,urban,52,149,0,0,1
67,non-binary,91957,bachelor,4,1563,suburban,137,71,1,0,0
66,non-binary,105078,doctorate,0,2892,rural,46,119,1,0,1
60,female,61051,doctorate,8,3417,suburban,140,8,0,0,0
34,male,68573,high school,8,3878,urban,97,60,1,1,0
33,female,99103,high school,0,1215,suburban,193,241,1,0,0
19,male,105549,high school,2,772,suburban,38,242,0,0,1
21,female,73816,high school,3,3638,urban,12,117,1,1,0
38,male,59645,bachelor,7,1100,suburban,193,241,1,0,0
56,male,72937,doctorate,2,970,rural,46,77,0,0,0
51,female,101739,doctorate,5,2956,suburban,4,73,1,1,1
47,female,37388,high school,6,958,suburban,236,93,0,1,0
23,non-binary,53231,doctorate,1,4666,rural,218,193,1,0,0
34,non-binary,42996,doctorate,4,3171,rural,125,112,0,0,0
56,male,29740,master,3,3083,rural,262,181,0,1,0
42,female,95246,high school,3,4492,rural,3,221,1,0,0
22,female,66019,master,0,2805,rural,289,294,0,0,1
22,non-binary,60740,high school,4,1881,rural,154,260,1,0,1
37,female,21629,doctorate,6,2371,suburban,28,90,1,1,0
33,male,96761,master,7,1044,urban,292,260,1,0,0
68,male,111277,master,7,2408,rural,271,163,1,0,0
58,male,98116,high school,6,4688,rural,280,252,1,0,0
54,non-binary,75034,doctorate,8,1457,suburban,114,250,1,0,1
57,male,107512,master,3,1175,suburban,26,134,0,1,0
26,non-binary,76934,bachelor,3,1310,urban,232,137,1,1,0
22,non-binary,61306,bachelor,6,1737,urban,54,49,0,0,0
59,male,41773,bachelor,1,4974,suburban,56,271,1,1,0
19,non-binary,118753,doctorate,8,3889,urban,241,111,1,0,0
26,non-binary,61665,bachelor,4,3606,urban,41,221,0,0,1
60,male,63905,bachelor,4,3333,rural,56,235,0,1,0
53,male,72193,master,5,3786,rural,160,220,0,0,1
39,non-binary,105247,master,3,3051,rural,46,153,1,0,0
39,non-binary,115924,master,0,4180,urban,66,175,1,0,0
39,female,109688,high school,4,4456,suburban,97,238,1,1,1
51,male,78874,doctorate,6,1383,rural,85,207,1,0,0
46,female,112332,bachelor,3,4904,suburban,275,278,1,0,1
55,non-binary,107844,master,2,2883,rural,99,183,1,1,0
63,female,76025,doctorate,7,3563,rural,277,92,1,0,0
50,non-binary,88787,high school,8,3722,suburban,146,271,1,0,0
35,female,109070,high school,1,3078,rural,290,36,0,1,0
24,non-binary,39285,doctorate,1,4557,urban,111,72,0,1,0
18,non-binary,49310,doctorate,5,3122,rural,237,177,1,1,0
50,non-binary,35731,bachelor,5,4862,suburban,51,296,0,0,0
18,male,82461,master,4,2476,suburban,235,256,0,1,0
41,non-binary,43609,bachelor,0,1564,urban,223,7,0,0,0
21,male,106662,high school,9,675,suburban,39,11,0,1,0
21,non-binary,45740,high school,5,3422,rural,76,99,1,0,0
35,female,108111,doctorate,1,1126,rural,108,126,1,1,0
44,non-binary,114066,master,4,3084,urban,207,187,1,0,0
60,non-binary,30907,high school,8,3271,rural,257,156,0,0,0
49,female,40151,master,9,1700,rural,65,214,1,0,0
50,non-binary,89083,master,1,4302,suburban,284,228,0,1,0
45,non-binary,42743,bachelor,4,1160,rural,96,80,1,0,0
59,non-binary,67778,master,1,2815,urban,256,264,1,1,1
58,female,107164,high school,5,2075,rural,133,190,0,1,0
53,non-binary,84822,bachelor,8,1803,suburban,97,34,0,1,0
23,male,40990,high school,1,1655,urban,39,281,1,0,0
33,male,108996,doctorate,5,1485,rural,234,36,1,0,0
51,male,90792,bachelor,9,985,urban,12,94,0,0,0
40,male,41361,master,6,3782,rural,223,220,0,1,0
67,female,48546,doctorate,1,2497,rural,129,268,1,0,1
59,non-binary,109203,high school,3,1858,urban,43,167,0,1,1
41,male,90785,master,1,501,urban,67,111,0,1,1
66,non-binary,42969,high school,3,2660,urban,292,203,1,0,0
30,non-binary,110389,bachelor,8,2892,urban,4,155,0,0,0
35,female,106525,doctorate,8,2457,rural,152,264,0,0,1
30,non-binary,72436,doctorate,2,4292,suburban,54,221,1,0,1
66,male,40964,high school,7,4295,suburban,219,75,1,1,0
54,male,92416,high school,0,1028,urban,142,294,0,1,1
60,female,20912,high school,5,3252,suburban,178,291,1,1,1
56,male,64729,bachelor,8,2131,rural,144,118,0,0,0
59,male,100057,bachelor,3,4088,urban,230,10,1,0,0
34,female,60340,bachelor,7,2563,suburban,264,264,0,1,0
32,female,74334,bachelor,0,3743,rural,56,104,0,0,1
35,male,61150,master,1,3295,rural,156,22,1,0,0
40,female,89031,bachelor,7,4218,rural,153,200,0,0,0
68,female,76001,bachelor,8,1585,rural,162,204,0,1,1
47,male,89860,master,4,3491,rural,80,8,1,0,0
51,male,61307,doctorate,5,3328,rural,175,256,0,1,1
21,female,113813,bachelor,2,610,rural,244,180,1,0,0
20,non-binary,106478,master,7,3145,rural,28,37,0,0,0
24,non-binary,85453,doctorate,3,1989,urban,194,83,1,1,0
35,male,37559,high school,5,1171,rural,23,161,0,1,1
59,male,82149,doctorate,6,3386,rural,298,204,0,1,0
24,non-binary,27144,high school,9,3542,suburban,230,214,0,1,0
57,female,36818,master,5,4403,suburban,208,213,0,0,0
23,non-binary,27778,master,5,3283,suburban,43,9,1,1,0
39,non-binary,83607,master,5,3235,rural,6,35,0,1,0
18,male,34589,master,1,2486,rural,152,192,0,0,0
21,female,86523,doctorate,8,2634,suburban,178,212,1,1,1
63,non-binary,59273,master,6,1295,urban,54,130,0,1,0
66,female,42403,bachelor,1,4614,urban,251,193,0,0,0
69,male,95641,master,0,3466,suburban,83,98,0,0,0
67,non-binary,113437,master,5,2389,rural,239,71,0,1,0
60,male,55776,high school,1,3938,rural,51,221,0,1,1
46,non-binary,102205,bachelor,4,2081,rural,256,161,1,1,0
38,female,56807,high school,9,1324,suburban,235,104,1,1,0
43,male,87111,bachelor,5,1365,urban,274,288,0,0,1
31,female,114763,doctorate,7,4857,suburban,17,75,1,1,1
26,non-binary,33019,doctorate,3,1591,suburban,232,126,1,0,0
64,male,65729,doctorate,2,2803,suburban,152,227,1,0,1
29,female,88227,master,3,4147,urban,153,99,1,0,0
59,female,115447,bachelor,9,1055,urban,24,216,1,0,1
68,non-binary,21434,doctorate,6,2734,urban,237,286,0,1,1
68,male,48969,bachelor,3,3568,suburban,160,266,1,1,0
23,female,39594,doctorate,7,2668,urban,276,286,1,0,0
37,male,31125,high school,2,544,suburban,129,179,0,0,0
41,male,74889,doctorate,6,2844,urban,189,224,1,1,1
44,male,107162,high school,5,4213,rural,260,55,1,1,0
55,male,105297,master,0,1907,suburban,257,261,0,0,0
25,non-binary,33970,high school,8,2934,suburban,16,27,1,0,0
18,female,90688,bachelor,4,4129,rural,185,67,0,1,0
66,male,55708,high school,4,4809,suburban,180,73,0,0,0
66,female,96620,doctorate,2,4703,suburban,64,91,1,1,1
41,female,77797,bachelor,7,866,urban,232,269,0,0,0
64,female,97434,doctorate,5,4362,suburban,28,89,1,0,1
24,non-binary,108658,high school,9,3911,rural,278,188,0,0,0
36,male,35926,master,3,4707,rural,217,3,1,1,0
39,male,39976,doctorate,9,1416,rural,109,162,0,0,1
52,female,30429,master,1,3139,rural,111,21,1,1,0
47,female,109405,bachelor,3,978,urban,19,180,1,0,1
46,non-binary,77903,high school,0,2606,rural,159,176,1,0,0
39,non-binary,83224,high school,0,4173,suburban,114,101,1,1,0
28,female,45155,high school,7,1586,rural,68,232,1,0,0
37,male,62394,doctorate,3,2634,suburban,197,179,1,1,0
46,non-binary,72082,doctorate,8,2019,suburban,217,270,1,1,1
68,male,101206,doctorate,5,538,suburban,279,269,1,0,0
58,non-binary,104294,bachelor,9,2628,rural,91,261,0,0,0
59,male,35795,master,3,690,rural,78,256,0,0,0
51,female,57217,master,8,3269,rural,24,276,0,0,1
18,non-binary,111126,high school,9,4060,suburban,136,4,1,1,0
48,female,53463,doctorate,0,4381,rural,176,116,1,1,0
47,non-binary,114729,bachelor,3,1646,rural,110,121,1,1,0
65,female,31207,high school,6,4371,urban,122,103,1,0,0
35,non-binary,65311,bachelor,2,2777,suburban,24,298,1,0,1
34,non-binary,25164,bachelor,9,3914,suburban,177,53,1,1,0
55,non-binary,52045,high school,5,4304,rural,74,107,0,0,0
31,male,48390,doctorate,9,537,suburban,245,178,1,1,0
40,male,40561,bachelor,3,3127,suburban,123,96,0,1,0
42,non-binary,99999,high school,8,3753,urban,101,180,0,0,1
32,female,53611,bachelor,9,3856,rural,105,239,0,1,0
63,female,117469,master,3,3079,suburban,126,297,1,0,0
39,non-binary,52323,bachelor,3,2366,rural,138,197,0,0,1
20,male,102595,high school,9,3246,urban,49,143,1,1,1
36,male,90594,high school,8,2701,rural,146,284,0,0,1
61,male,100600,high school,1,4063,urban,189,88,0,0,0
51,male,40597,doctorate,1,1597,urban,83,51,0,0,0
52,female,83321,doctorate,3,2469,rural,152,187,0,0,0
67,non-binary,34436,bachelor,1,2018,rural,129,256,0,0,1
18,non-binary,55439,master,1,2654,suburban,84,59,0,1,0
69,non-binary,86394,bachelor,5,1517,rural,65,166,1,1,1
38,female,77755,bachelor,3,1955,urban,126,181,1,1,0
46,male,95577,bachelor,9,2806,urban,72,175,1,1,0
23,male,55282,master,2,4742,suburban,231,93,1,1,0
54,female,76983,doctorate,3,531,urban,114,196,1,1,1
18,female,80452,bachelor,6,1853,rural,143,163,1,1,1
68,non-binary,64135,bachelor,6,635,suburban,22,44,0,1,0
18,non-binary,105739,master,2,2507,urban,135,111,0,0,0
44,female,48197,bachelor,8,852,urban,286,14,0,1,0
38,female,84408,bachelor,9,3242,suburban,244,73,1,1,0
33,female,94721,doctorate,1,2491,suburban,62,85,0,0,0
61,male,114222,bachelor,1,4116,suburban,188,290,1,0,0
57,non-binary,29359,high school,2,4970,rural,12,4,0,0,0
43,female,45398,master,5,1159,suburban,11,13,1,1,0
33,female,89881,high school,5,4927,urban,103,203,0,0,0
45,male,85923,master,6,1856,urban,279,287,0,0,1
18,female,108345,bachelor,6,4573,urban,86,113,0,1,0
53,non-binary,30990,master,0,3793,suburban,247,256,0,0,1
27,male,88902,bachelor,6,1557,urban,26,206,1,0,0
60,female,74712,doctorate,0,1555,urban,255,256,0,1,0
34,non-binary,50590,high school,2,1946,suburban,159,5,1,0,0
40,non-binary,51103,bachelor,3,3420,rural,235,90,0,0,0
24,male,68601,doctorate,5,4503,suburban,213,25,1,1,0
61,non-binary,65999,bachelor,3,4780,urban,139,116,0,1,0
24,male,105680,high school,3,3104,urban,186,31,0,1,0
61,non-binary,78405,master,5,3040,rural,158,182,1,0,1
32,female,116867,high school,3,729,rural,75,16,1,1,0
51,male,45661,doctorate,5,3848,suburban,156,122,1,1,0
63,non-binary,98396,master,9,3868,urban,67,248,0,1,0
62,male,67221,master,2,1857,rural,154,43,0,1,0
21,non-binary,102400,bachelor,7,2605,rural,62,234,1,0,1
31,male,61991,high school,5,3445,rural,87,184,0,1,1
31,female,114499,doctorate,8,2174,rural,42,14,1,0,0
33,male,97356,master,1,2166,rural,64,1,0,1,0
24,male,118097,high school,4,3337,rural,87,25,0,0,0
49,female,118835,high school,9,3939,rural,293,106,1,0,0
36,non-binary,97758,high school,8,804,suburban,8,250,0,0,0
19,female,91862,high school,5,3023,urban,63,248,0,0,0
27,male,25025,bachelor,5,4726,urban,7,162,1,1,1
67,female,83077,bachelor,6,3732,urban,213,120,1,0,0
34,female,51067,doctorate,6,2713,rural,151,125,0,1,0
54,male,51007,doctorate,4,2521,rural,253,270,0,1,1
29,male,29928,doctorate,7,1239,suburban,62,13,0,0,0
23,female,92746,bachelor,5,3093,suburban,15,131,1,0,0
39,male,101292,master,3,1726,urban,82,176,0,0,0
49,non-binary,104993,high school,0,4340,urban,168,17,0,0,0
58,non-binary,117212,bachelor,0,2642,urban,19,46,0,0,0
37,non-binary,29427,bachelor,5,4594,urban,258,162,0,1,0
18,non-binary,114093,bachelor,4,1154,suburban,251,107,1,1,0
64,female,116937,doctorate,2,3459,rural,26,10,0,0,0
23,female,40622,doctorate,5,674,rural,295,246,1,0,0
36,female,56985,doctorate,7,4066,suburban,177,166,0,0,0
35,male,69876,master,4,4472,urban,166,93,0,0,0
23,female,37847,high school,3,4106,rural,85,110,0,0,0
62,female,41364,high school,7,1984,rural,203,133,0,0,0
50,male,68383,bachelor,3,4584,suburban,71,236,1,0,0
40,male,38681,high school,7,955,urban,132,249,1,1,1
40,male,33928,master,5,2278,urban,5,145,0,1,1
43,non-binary,104793,bachelor,9,2454,rural,185,288,0,0,1
30,female,39685,high school,4,4734,urban,150,188,0,0,1
24,female,32756,doctorate,0,1763,suburban,174,149,1,1,0
32,female,112002,master,1,4837,suburban,82,147,1,0,1
61,male,90096,doctorate,6,2815,urban,34,72,1,0,1
44,female,46361,bachelor,1,2951,rural,263,40,0,0,0
43,non-binary,45661,doctorate,9,2344,suburban,45,215,0,0,0
50,female,117018,doctorate,2,4527,urban,93,82,0,1,0
32,female,87715,high school,6,4518,urban,268,103,0,0,0
53,male,37485,master,2,2029,rural,184,95,0,1,0
62,non-binary,106887,high school,8,788,rural,28,131,0,0,0
44,female,36223,master,8,2532,urban,237,27,1,0,0
22,male,52721,bachelor,6,605,urban,283,218,1,0,0
19,non-binary,81306,bachelor,4,2342,rural,296,266,0,1,0
50,non-binary,58305,high school,1,3778,urban,127,222,1,1,1
33,male,107839,doctorate,4,3027,urban,70,287,0,0,0
40,male,117101,bachelor,4,2441,urban,46,156,1,1,1
55,male,119299,master,1,1376,suburban,76,45,0,0,0
33,male,94913,master,8,4925,suburban,116,178,1,0,0
31,male,103751,doctorate,4,1309,rural,249,247,1,0,0
46,male,92226,bachelor,8,1084,urban,33,186,1,1,0
43,female,36910,doctorate,7,4864,suburban,186,174,1,0,0
52,male,63826,bachelor,8,3382,urban,263,144,0,0,0
32,male,34811,master,5,844,rural,123,114,1,0,0
20,non-binary,68932,master,7,1922,rural,47,29,1,0,0
40,non-binary,76306,master,2,1404,urban,270,285,1,1,0
46,non-binary,25157,doctorate,2,1386,rural,91,203,1,0,0
51,male,62644,high school,9,1153,rural,243,215,0,1,0
50,male,86775,high school,8,3620,rural,244,209,1,1,0
58,female,30249,high school,0,818,suburban,155,92,0,1,0
58,female,85635,master,4,4670,suburban,94,42,1,0,0
40,female,74709,bachelor,2,4037,suburban,215,178,0,1,0
24,female,95689,doctorate,4,502,rural,68,213,1,1,0
20,male,93828,master,4,4447,suburban,99,113,0,1,0
49,non-binary,76682,high school,5,3396,suburban,195,195,0,0,0
48,male,92983,high school,7,2164,urban,32,133,0,1,0
35,male,23075,bachelor,0,4490,rural,290,210,1,1,0
60,male,110027,doctorate,7,2554,suburban,112,211,0,1,0
24,male,89782,master,4,713,urban,205,167,1,1,0
58,non-binary,38473,high school,7,1719,suburban,152,182,0,1,1
18,non-binary,81397,master,1,3505,rural,274,260,0,0,0
31,female,76695,doctorate,4,3586,rural,167,285,0,1,1
69,male,85371,bachelor,4,2747,rural,1,210,1,1,1
49,female,72852,bachelor,1,954,rural,111,157,1,1,0
23,non-binary,26162,bachelor,6,3987,suburban,33,102,1,0,0
56,non-binary,25531,master,0,3946,urban,99,26,1,0,0
27,female,23607,master,6,4102,suburban,103,100,1,0,0
24,non-binary,36346,bachelor,9,4967,rural,110,55,1,1,0
43,non-binary,97035,master,2,2041,urban,287,145,1,0,0
51,male,36129,bachelor,2,3432,rural,162,87,0,1,0
47,male,67608,doctorate,4,3624,suburban,225,45,0,0,0
53,non-binary,89755,master,8,1571,rural,243,13,0,0,0
38,non-binary,86954,master,2,2047,urban,239,165,1,0,0
34,female,27858,bachelor,3,4364,urban,252,218,1,1,0
50,female,30910,bachelor,7,1988,rural,295,163,1,1,0
27,non-binary,57783,bachelor,5,834,suburban,273,207,1,1,0
68,male,24625,master,5,2096,urban,145,53,1,0,0
64,male,28377,bachelor,6,1085,suburban,138,235,0,1,1
59,female,114710,high school,6,2021,urban,243,131,1,0,0
68,male,112944,master,5,2439,suburban,226,69,1,0,0
29,male,99890,master,8,802,suburban,50,104,1,1,1
33,female,31275,bachelor,2,4128,rural,98,85,0,1,0
58,female,80753,master,9,4637,suburban,69,106,1,1,0
49,male,83371,master,5,2690,rural,162,42,1,1,0
32,female,112139,master,1,3698,urban,197,150,1,0,0
44,non-binary,75601,high school,8,3689,rural,295,260,0,1,0
45,female,43529,high school,8,4735,suburban,282,36,1,1,0
34,non-binary,115169,bachelor,3,4155,rural,258,265,1,1,0
63,non-binary,55333,master,8,867,rural,255,209,0,0,0
67,non-binary,85408,high school,6,2497,suburban,199,44,0,0,0
19,female,52729,doctorate,7,3485,suburban,187,198,0,1,0
53,female,58278,bachelor,2,1628,urban,118,280,0,0,1
67,female,110463,bachelor,4,2396,suburban,25,251,1,1,1
24,non-binary,59222,doctorate,3,1949,suburban,124,74,0,1,0
30,female,92160,bachelor,5,2236,urban,101,206,1,0,0
32,male,30185,doctorate,2,2140,urban,125,286,0,1,1
42,male,115084,doctorate,2,3808,urban,36,110,0,0,0
40,female,80264,master,0,821,rural,117,24,1,1,0
39,non-binary,63534,bachelor,9,2736,suburban,239,254,0,1,0
43,female,104830,doctorate,2,1647,rural,126,128,1,1,0
50,male,72631,master,4,2302,rural,221,193,1,0,0
28,non-binary,98108,bachelor,3,1457,suburban,123,143,1,1,1
27,female,59110,bachelor,3,1779,suburban,229,177,1,1,0
42,female,58689,master,9,1792,rural,146,97,0,1,0
54,non-binary,84973,master,9,3185,urban,274,263,1,0,0
65,non-binary,103411,high school,6,2337,rural,113,34,1,0,0
60,male,49220,doctorate,6,3954,urban,78,261,0,0,1
55,female,79071,bachelor,9,1956,rural,161,84,1,0,0
58,male,22142,master,4,787,suburban,210,226,0,0,0
62,male,40882,bachelor,5,2193,rural,177,185,1,0,0
41,non-binary,36278,doctorate,0,4357,urban,224,47,0,1,0
57,female,99942,bachelor,5,2149,rural,91,108,1,0,1
63,male,119062,high school,0,4626,suburban,57,176,0,1,1
50,male,43516,doctorate,9,4267,rural,183,284,0,0,1
34,non-binary,86102,doctorate,8,2326,suburban,122,35,0,0,0
41,female,27116,high school,5,631,urban,153,195,0,1,0
54,female,33094,doctorate,7,2686,suburban,142,222,0,1,1
19,male,68408,bachelor,1,2490,urban,181,178,1,0,0
49,non-binary,91939,master,5,1423,urban,109,235,0,0,0
41,female,35575,doctorate,7,4686,urban,71,296,0,1,0
26,female,83722,bachelor,3,812,suburban,181,29,0,0,0
21,male,69473,bachelor,4,3856,rural,36,183,0,0,0
34,female,87981,master,4,1938,rural,298,30,0,0,0
34,female,86225,bachelor,9,3403,suburban,156,247,1,0,1
67,female,109866,doctorate,1,3776,urban,31,120,0,0,0
65,female,80662,doctorate,6,2960,urban,18,32,0,1,0
47,male,64965,doctorate,9,2808,suburban,100,47,0,1,0
57,female,24315,master,4,4775,urban,161,90,0,1,0
28,female,37888,master,0,1035,suburban,169,272,0,1,1
38,non-binary,94469,master,2,1891,suburban,167,217,0,0,1
38,male,62227,master,8,3685,suburban,82,186,0,0,1
35,female,61400,high school,9,4723,rural,18,202,0,1,1
46,non-binary,112877,master,5,1290,rural,229,262,0,0,1
41,male,93381,master,0,1717,rural,108,199,0,0,1
27,female,54056,bachelor,7,4966,rural,57,9,1,0,0
62,non-binary,70942,master,8,1815,rural,162,0,0,0,0
34,male,98679,high school,5,4113,suburban,172,187,0,1,1
35,female,119268,bachelor,4,1575,rural,99,218,1,0,1
59,non-binary,110537,high school,5,3938,urban,192,111,1,1,0
65,male,119131,bachelor,4,1950,suburban,178,5,1,1,0
37,non-binary,88006,high school,1,1326,suburban,228,238,1,0,0
54,non-binary,99706,bachelor,7,4540,rural,287,101,0,1,0
62,female,38887,bachelor,1,4568,suburban,83,73,1,1,0
35,non-binary,42452,master,3,4753,rural,264,75,1,1,0
34,female,40093,doctorate,6,3162,rural,53,255,0,0,1
26,female,75943,high school,4,4036,rural,129,80,1,1,0
31,non-binary,40585,master,6,726,urban,26,271,1,0,0
66,non-binary,50312,bachelor,4,3706,urban,191,261,1,0,1
46,non-binary,114356,master,3,4979,urban,187,75,0,0,0
48,non-binary,33999,master,9,1285,rural,86,131,0,0,0
21,male,83565,high school,8,4948,suburban,171,88,1,1,0
35,female,106912,master,8,3299,suburban,4,169,1,0,1
37,non-binary,80214,high school,9,3901,suburban,119,185,1,0,1
64,male,82750,doctorate,6,1103,rural,259,36,1,1,0
60,non-binary,25967,master,9,4439,suburban,155,119,0,0,0
61,male,74246,bachelor,1,1740,urban,139,48,0,0,0
26,female,118394,master,0,3448,urban,137,86,0,1,0
30,non-binary,77738,master,4,4539,urban,46,168,0,0,1
32,male,59233,bachelor,2,3114,urban,194,135,0,0,0
44,male,24539,master,6,4769,suburban,164,219,1,0,0
32,female,90833,master,1,2017,rural,283,224,1,1,0
45,non-binary,115547,bachelor,8,3799,rural,298,203,1,0,0
54,non-binary,105821,master,6,565,urban,294,105,1,0,0
36,female,107718,doctorate,9,1947,rural,207,30,0,0,0
43,female,70050,doctorate,2,1426,urban,190,97,0,1,0
69,female,101775,master,8,3370,rural,211,158,0,0,0
43,male,94681,bachelor,2,2052,rural,180,74,1,0,0
42,male,88675,bachelor,6,4600,rural,81,58,0,1,0
43,female,92221,doctorate,8,2443,rural,252,205,0,0,0
43,non-binary,94818,bachelor,4,717,rural,37,101,1,0,0
63,male,113763,bachelor,1,3523,rural,35,31,1,1,0
45,female,52953,bachelor,3,969,rural,113,239,0,0,0
66,male,99948,master,2,3669,urban,268,191,0,0,0
35,male,38957,high school,0,4041,suburban,73,116,1,0,0
49,female,61097,doctorate,3,2703,suburban,21,255,1,0,0
20,non-binary,111597,bachelor,0,1541,rural,121,117,1,1,0
19,non-binary,68917,master,0,2360,urban,77,181,0,0,1
50,male,61662,bachelor,3,1625,suburban,118,61,1,1,0
59,non-binary,61133,doctorate,6,1692,rural,48,217,1,0,0
